Código Ramo de Atividade;Ordem Ramo de Atividade;Código Ramo de Atividade - Nível 1;Código Ramo de Atividade - Nível 2;Código Ramo de Atividade - Nível 3;Código Ramo de Atividade - Nível 4;Código Ramo de Atividade - Nível 5;Ramo de Atividade - Nível 1;Ramo de Atividade - Nível 2;Ramo de Atividade - Nível 3;Ramo de Atividade - Nível 4;Ramo de Atividade - Nível 5;Ramo de Atividade;Divisão
1825;2;1099604;4755503;4782201;4782201;4782201;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO;COMERCIO VAREJISTA DE CALCADOS;FABRICACAO DE GELO COMUM;FABRICACAO DE GELO COMUM;FABRICACAO DE GELO COMUM;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2863;2;0111301;0131800;0133404;0133404;0133404;CULTIVO DE ARROZ;CULTIVO DE CITRICOS, EXCETO LARANJA;CULTIVO DE LARANJA;CULTIVO DE LARANJA;CULTIVO DE LARANJA;PRODUTOS DE AGROPECUÁRIA;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS
2867;4;4120400;4321500;4330404;4391600;4399103;CONSTRUCAO DE EDIFICIOS;INSTALACAO E MANUTENCAO ELETRICA;OBRAS DE ALVENARIA;OBRAS DE FUNDACOES;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
1822;3;1091101;1093701;5611203;5620104;5620104;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
654;1;4330404;4399103;4399103;4399103;4399103;OBRAS DE ALVENARIA;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDÚSTRIA DA CONSTRUÇÃO;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
2924;1;1094500;5611203;5611203;5611203;5611203;FABRICACAO DE MASSAS ALIMENTICIAS;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1626;0;1013902;1013902;1013902;1013902;1013902;PREPARACAO DE SUBPRODUTOS DO ABATE;PREPARACAO DE SUBPRODUTOS DO ABATE;PREPARACAO DE SUBPRODUTOS DO ABATE;PREPARACAO DE SUBPRODUTOS DO ABATE;PREPARACAO DE SUBPRODUTOS DO ABATE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1;4;1093701;4789099;7319003;8230001;9609202;AGENCIAS MATRIMONIAIS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;MARKETING DIRETO;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
563;0;1013901;1013901;1013901;1013901;1013901;FABRICACAO DE PRODUTOS DE CARNE;FABRICACAO DE PRODUTOS DE CARNE;FABRICACAO DE PRODUTOS DE CARNE;FABRICACAO DE PRODUTOS DE CARNE;FABRICACAO DE PRODUTOS DE CARNE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
406;0;1093701;1093701;1093701;1093701;1093701;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
501;1;1091101;5620104;5620104;5620104;5620104;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
825;0;1411801;1411801;1411801;1411801;1411801;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO DE ROUPAS INTIMAS;CONFECCAO DE ROUPAS INTIMAS;BENS DE CONSUMO;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
2772;1;1020101;1020102;1020102;1020102;1020102;FABRICACAO DE CONSERVAS DE PEIXES, CRUSTACEOS E MOLUSCOS;PRESERVACAO DE PEIXES, CRUSTACEOS E MOLUSCOS;PRESERVACAO DE PEIXES, CRUSTACEOS E MOLUSCOS;PRESERVACAO DE PEIXES, CRUSTACEOS E MOLUSCOS;PRESERVACAO DE PEIXES, CRUSTACEOS E MOLUSCOS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
523;3;2542000;5611201;5611202;5611203;5611203;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;FABRICACAO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;RESTAURANTES E SIMILARES;RESTAURANTES E SIMILARES;SIDERÚRGICA-METALURGIA;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2665;3;1091101;5611201;5611203;5620103;5620103;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;RESTAURANTES E SIMILARES;RESTAURANTES E SIMILARES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2396;2;1033302;4723700;5611202;5611202;5611202;BARES E OUTROS ESTABELECIMENTOS ESPECIALIZADOS EM SERVIR BEBIDAS;COMERCIO VAREJISTA DE BEBIDAS;FABRICACAO DE SUCOS DE FRUTAS, HORTALICAS E LEGUMES, EXCETO CONCENTRADOS;FABRICACAO DE SUCOS DE FRUTAS, HORTALICAS E LEGUMES, EXCETO CONCENTRADOS;FABRICACAO DE SUCOS DE FRUTAS, HORTALICAS E LEGUMES, EXCETO CONCENTRADOS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
759;1;3321000;4321500;4321500;4321500;4321500;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;INSTALACAO E MANUTENCAO ELETRICA;INSTALACAO E MANUTENCAO ELETRICA;INSTALACAO E MANUTENCAO ELETRICA;INSTALACAO E MANUTENCAO ELETRICA;SERVIÇOS DIVERSOS;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO
1538;4;1013901;1091102;4711302;4722901;4723700;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS;FABRICACAO DE PRODUTOS DE CARNE;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
379;3;1096100;1099699;4649499;4759899;4759899;COMERCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE ALIMENTOS E PRATOS PRONTOS;FABRICACAO DE OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2766;1;1063500;4632003;4632003;4632003;4632003;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS, FARINHAS, AMIDOS E FECULAS, COM ATIVIDADE DE FRACIONAMENTO E ACONDICIONAMENTO ASSOCIADA;FABRICACAO DE FARINHA DE MANDIOCA E DERIVADOS;FABRICACAO DE FARINHA DE MANDIOCA E DERIVADOS;FABRICACAO DE FARINHA DE MANDIOCA E DERIVADOS;FABRICACAO DE FARINHA DE MANDIOCA E DERIVADOS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2416;0;1099601;1099601;1099601;1099601;1099601;FABRICACAO DE VINAGRES;FABRICACAO DE VINAGRES;FABRICACAO DE VINAGRES;FABRICACAO DE VINAGRES;FABRICACAO DE VINAGRES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1566;4;1013901;1013902;4634601;4712100;4722901;COMERCIO ATACADISTA DE CARNES BOVINAS E SUINAS E DERIVADOS;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;FABRICACAO DE PRODUTOS DE CARNE;PREPARACAO DE SUBPRODUTOS DO ABATE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1226;4;1069400;1932200;4110700;4617600;4637199;COMERCIO ATACADISTA ESPECIALIZADO EM OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE BIOCOMBUSTIVEIS, EXCETO ALCOOL;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS;MOAGEM E FABRICACAO DE PRODUTOS DE ORIGEM VEGETAL NAO ESPECIFICADOS ANTERIORMENTE;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
183;4;1094500;4721102;4723700;4729699;5620102;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE MASSAS ALIMENTICIAS;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2910;2;1099604;4723700;4729699;4729699;4729699;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE GELO COMUM;FABRICACAO DE GELO COMUM;FABRICACAO DE GELO COMUM;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1845;1;1013901;8299799;8299799;8299799;8299799;FABRICACAO DE PRODUTOS DE CARNE;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;OUTRAS ATIVIDADES DE SERVICOS PRESTADOS PRINCIPALMENTE AS EMPRESAS NAO ESPECIFICADAS ANTERIORMENTE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
169;0;1091102;1091102;1091102;1091102;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2008;3;1031700;1032501;1091102;1099699;1099699;FABRICACAO DE CONSERVAS DE FRUTAS;FABRICACAO DE CONSERVAS DE PALMITO;FABRICACAO DE OUTROS PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2935;0;1061901;1061901;1061901;1061901;1061901;BENEFICIAMENTO DE ARROZ;BENEFICIAMENTO DE ARROZ;BENEFICIAMENTO DE ARROZ;BENEFICIAMENTO DE ARROZ;BENEFICIAMENTO DE ARROZ;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1029;4;1091102;4712100;5611203;9602501;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;CABELEIREIROS, MANICURE E PEDICURE;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1762;4;1093701;4723700;4729699;4781400;4789007;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE EQUIPAMENTOS PARA ESCRITORIO;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1717;1;1091102;5611203;5611203;5611203;5611203;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1097;4;4120400;4213800;4291000;4330404;4330499;CONSTRUCAO DE EDIFICIOS;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS;OBRAS PORTUARIAS, MARITIMAS E FLUVIAIS;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDÚSTRIA DA CONSTRUÇÃO;CONSTRUÇÃO DE EDIFÍCIOS
1735;1;1093701;1093702;1093702;1093702;1093702;FABRICACAO DE FRUTAS CRISTALIZADAS, BALAS E SEMELHANTES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;FABRICACAO DE PRODUTOS DERIVADOS DO CACAU E DE CHOCOLATES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
817;0;9420100;9420100;9420100;9420100;9420100;ATIVIDADES DE ORGANIZACOES SINDICAIS;ATIVIDADES DE ORGANIZACOES SINDICAIS;ATIVIDADES DE ORGANIZACOES SINDICAIS;ATIVIDADES DE ORGANIZACOES SINDICAIS;ATIVIDADES DE ORGANIZACOES SINDICAIS;SERVIÇOS DIVERSOS;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
1414;4;1013901;4721103;4722901;4723700;4789099;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE CARNES  ACOUGUES;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE PRODUTOS DE CARNE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
253;2;1091101;5612100;5620104;5620104;5620104;FABRICACAO DE PRODUTOS DE PANIFICACAO INDUSTRIAL;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS AMBULANTES DE ALIMENTACAO;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
628;2;1094500;5612100;5620104;5620104;5620104;FABRICACAO DE MASSAS ALIMENTICIAS;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS AMBULANTES DE ALIMENTACAO;SERVICOS AMBULANTES DE ALIMENTACAO;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1120;3;1053800;4712100;4729699;5611203;5611203;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1102;0;2539002;2539002;2539002;2539002;2539002;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;SIDERÚRGICA-METALURGIA;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2683;4;1099605;5611201;7319002;8230001;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;FABRICACAO DE PRODUTOS PARA INFUSAO CHA, MATE, ETC;PROMOCAO DE VENDAS;RESTAURANTES E SIMILARES;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2825;2;1053800;4631100;4637106;4637106;4637106;COMERCIO ATACADISTA DE LEITE E LATICINIOS;COMERCIO ATACADISTA DE SORVETES;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;FABRICACAO DE SORVETES E OUTROS GELADOS COMESTIVEIS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
3070;3;1096100;4723700;5620101;5620104;5620104;COMERCIO VAREJISTA DE BEBIDAS;FABRICACAO DE ALIMENTOS E PRATOS PRONTOS;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
431;0;1069400;1069400;1069400;1069400;1069400;MOAGEM E FABRICACAO DE PRODUTOS DE ORIGEM VEGETAL NAO ESPECIFICADOS ANTERIORMENTE;MOAGEM E FABRICACAO DE PRODUTOS DE ORIGEM VEGETAL NAO ESPECIFICADOS ANTERIORMENTE;MOAGEM E FABRICACAO DE PRODUTOS DE ORIGEM VEGETAL NAO ESPECIFICADOS ANTERIORMENTE;MOAGEM E FABRICACAO DE PRODUTOS DE ORIGEM VEGETAL NAO ESPECIFICADOS ANTERIORMENTE;MOAGEM E FABRICACAO DE PRODUTOS DE ORIGEM VEGETAL NAO ESPECIFICADOS ANTERIORMENTE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
826;0;6463800;6463800;6463800;6463800;6463800;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS;BENS DE CAPITAL;ATIVIDADES DE SERVIÇOS FINANCEIROS
2050;2;1011201;1013901;1013902;1013902;1013902;FABRICACAO DE PRODUTOS DE CARNE;FRIGORIFICO  ABATE DE BOVINOS;PREPARACAO DE SUBPRODUTOS DO ABATE;PREPARACAO DE SUBPRODUTOS DO ABATE;PREPARACAO DE SUBPRODUTOS DO ABATE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1445;1;1091102;5611201;5611201;5611201;5611201;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;RESTAURANTES E SIMILARES;RESTAURANTES E SIMILARES;RESTAURANTES E SIMILARES;RESTAURANTES E SIMILARES;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
250;4;1091102;4721102;4721103;4723700;5611203;COMERCIO VAREJISTA DE BEBIDAS;COMERCIO VAREJISTA DE LATICINIOS E FRIOS;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
977;0;1051100;1051100;1051100;1051100;1051100;PREPARACAO DO LEITE;PREPARACAO DO LEITE;PREPARACAO DO LEITE;PREPARACAO DO LEITE;PREPARACAO DO LEITE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
1098;0;9329804;9329804;9329804;9329804;9329804;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;EXPLORACAO DE JOGOS ELETRONICOS RECREATIVOS;SERVIÇOS DIVERSOS;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
757;4;2930101;4511103;4541204;4541205;4763603;COMERCIO A VAREJO DE MOTOCICLETAS E MOTONETAS USADAS;COMERCIO A VAREJO DE PECAS E ACESSORIOS PARA MOTOCICLETAS E MOTONETAS;COMERCIO POR ATACADO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS E USADOS;COMERCIO VAREJISTA DE BICICLETAS E TRICICLOS, PECAS E ACESSORIOS;FABRICACAO DE CABINES, CARROCERIAS E REBOQUES PARA CAMINHOES;INDÚSTRIA AUTOMOTIVA;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS
1422;4;1099605;4781400;5611201;8230001;8230002;CASAS DE FESTAS E EVENTOS;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;FABRICACAO DE PRODUTOS PARA INFUSAO CHA, MATE, ETC;RESTAURANTES E SIMILARES;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
2866;4;2539002;3311200;3329501;7733100;8111700;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA ESCRITORIOS;MANUTENCAO E REPARACAO DE TANQUES, RESERVATORIOS METALICOS E CALDEIRAS, EXCETO PARA VEICULOS;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS;SIDERÚRGICA-METALURGIA;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
2271;2;1091102;5611203;5620102;5620102;5620102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE;BENS DE CONSUMO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
