Código Localidade;Logradouro;Bairro;Município;UF
41219070;RUA SAO JULIO JD PAMPULHA;MATA ESCURA;SALVADOR;BA
35130000;RODOVIA RIO BAHIA BR;ZONA RURAL;ENGENHEIRO CALDAS;MG
40255370;RUA BARROS FALCAO;BROTAS;SALVADOR;BA
64055410;RUA OSVALDO COSTA E SILVA;PICARREIRA;TERESINA;PI
48860000;LOTEAMENTO SANTO ANTONIO;CENTRO;QUEIMADAS;BA
03980040;RUA ICICARIBA;JARDIM ELBA;SAO PAULO;SP
56517030;RUA JOAQUIM FRANKLIN CORDEIRO;SAO GERALDO;ARCOVERDE;PE
95588000;ESTRADA RS 407;GUARA;XANGRI LA;RS
86130970;AVENIDA INDEPENDENCIA;CENTRO;BELA VISTA DO PARAISO;PR
58865000;RUA FRANCISCO DE PAULA SALDANHA;CENTRO;SAO BENTO;PB
60865280;RUA MUIRA;JANGURUSSU;FORTALEZA;CE
87630000;RUA JOAO VERGILIO DE PAULA NETO;CENTRO;ATALAIA;PR
14150000;FAZENDA PITANGA;ZONA RURAL;SERRANA;SP
95012280;RUA DOS JACARANDAS;CINQUENTENARIO;CAXIAS DO SUL;RS
38600000;RODOVIA BR 40;AMOREIRAS;PARACATU;MG
84045230;RUA SANTA RITA DURAO;OFICINAS;PONTA GROSSA;PR
68180005;AVENIDA DOUTOR HUGO DE MENDONCA;COMERCIO;ITAITUBA;PA
01205000;AVENIDA RIO BRANCO;CAMPOS ELISEOS;SAO PAULO;SP
04005000;RUA ABILIO SOARES;VILA MARIANA;SAO PAULO;SP
04379072;RUA CHARLES DARWIN;VILA SANTA CATARINA;SAO PAULO;SP
36045410;AVENIDA RUI BARBOSA;SANTA TEREZINHA;JUIZ DE FORA;MG
13311360;RUA GABRIEL LEITE DE CARVALHO;NOSSA SENHORA APARECIDA;ITU;SP
60040000;RUA ANTONIO POMPEU;CENTRO;FORTALEZA;CE
29901552;AVENIDA PREFEITO SAMUEL BATISTA CRUZ;SHELL;LINHARES;ES
87308355;AVENIDA PIONEIRO ALFEU TEODORO DE OLIVEIRA;JARDIM ALVORADA;CAMPO MOURAO;PR
16310000;SITIO SAO LUIZ;PARAGUAI;ALTO ALEGRE;SP
03312052;RUA PROFESSOR PEDREIRA DE FREITAS;TATUAPE;SAO PAULO;SP
83501000;AVENIDA EMILIO JOHNSON;VILA SANTA TEREZINHA CENTRO;ALMIRANTE TAMANDARE;PR
47600000;AVENIDA MANOEL NOVAES;CENTRO;BOM JESUS DA LAPA;BA
88372122;RUA ORLANDINO FORMIGAL;MEIA PRAIA;NAVEGANTES;SC
29112470;RUA TABOCA;RIO MARINHO;VILA VELHA;ES
13308432;RUA JUPITER;JARDIM NOVO MUNDO;ITU;SP
88301060;RUA DAGOBERTO NOGUEIRA;CENTRO;ITAJAI;SC
44090156;AVENIDA EDUARDO FROES DA MOTA;TOMBA;FEIRA DE SANTANA;BA
28680000;RUA WASHINGTON LUIZ;CENTRO;CACHOEIRAS DE MACACU;RJ
65413000;RUA FEIJAO;CAXUXA;ALTO ALEGRE DO MARANHAO;MA
64019060;RUA VALDIVINO TITO;PICARRA;TERESINA;PI
59010690;RUA SAO JOAO DE DEUS;ROCAS;NATAL;RN
59092390;AVENIDA PRAIA DE MURIU;PONTA NEGRA;NATAL;RN
88010010;RUA TRAJANO;CENTRO;FLORIANOPOLIS;SC
01039000;AVENIDA IPIRANGA;REPUBLICA;SAO PAULO;SP
97300000;RUA MASCARENHAS DE MORAES;CENTRO;SAO GABRIEL;RS
19400000;RUA XISTO ERBELA;VILA LUIZA;PRESIDENTE VENCESLAU;SP
96470000;RUA DOUTOR BARCELOS;CENTRO;PINHEIRO MACHADO;RS
19220000;RUA VEREADOR ANTONIO CAMILO NOGUEIRA;CENTRO;NARANDIBA;SP
93700000;AVENIDA PRESIDENTE VARGAS;CENTRO;CAMPO BOM;RS
09720040;RUA JOSE PELOSINI;JARDIM OLAVO BILAC;SAO BERNARDO DO CAMPO;SP
13250400;AVENIDA SENADOR LACERDA FRANCO;CENTRO;ITATIBA;SP
30310020;RUA OUTONO;CARMO;BELO HORIZONTE;MG
07010010;RUA JOAO GONCALVES;CENTRO;GUARULHOS;SP
78850000;RUA SANTO AMARO;CENTRO;PRIMAVERA DO LESTE;MT
05323002;AVENIDA PRESIDENTE ALTINO;JAGUARE;SAO PAULO;SP
20071003;AVENIDA PRESIDENTE VARGAS;CENTRO;RIO DE JANEIRO;RJ
85601570;RUA BASILIO TIECHER;ALVORADA;FRANCISCO BELTRAO;PR
92010011;AVENIDA PRESIDENTE GETULIO VARGAS;CENTRO;CANOAS;RS
02124001;AVENIDA DAS CEREJEIRAS;JARDIM JAPAO;SAO PAULO;SP
35628000;RUA DELMINDA FERNANDES DE OLIVEIRA;GUARA 1;MORADA NOVA DE MINAS;MG
06440000;AVENIDA DA ALDEIA;ALDEIA DE BARUERI;BARUERI;SP
87033450;ALAMEDA DOUTOR JOAO PAULINO;JARDIM ALVORADA;MARINGA;PR
56380000;RUA MANDACARU;AGROVILA;SANTA MARIA DA BOA VISTA;PE
68620000;RODOVIA BR 316;INTERIOR;VISEU;PA
65400000;PARQUE POVOADO RIACHO SECA;ZONA RURAL;CODO;MA
14415000;RUA MINAS GERAIS;CENTRO;PATROCINIO PAULISTA;SP
55030130;RUA SARGENTO AFONSO BARRETO;VASSOURAL;CARUARU;PE
13278085;RUA GERALDO GASPERI;CHACARAS SAO BENTO;VALINHOS;SP
16200970;ESTRADA BIRIGUI AO BAIRRO VEADO;SAO JOSE DO VEADO;BIRIGUI;SP
74920380;RUA MANOEL LOPES CARVALHO RAMOS;CIDADE SATELITE SAO LUIZ;APARECIDA DE GOIANIA;GO
17340000;RUA DEMOSTHENES GONCALVES;JARDIM CAMPOS SALLES;BARRA BONITA;SP
13630970;SITIO AGUAS DE SANTO ISIDORO;SANTA TEREZA;PIRASSUNUNGA;SP
68908350;RUA MATO GROSSO;PACOVAL;MACAPA;AP
07097290;RUA EDUARDO;JARDIM FLOR DA MONTANHA;GUARULHOS;SP
33200000;AVENIDA THALES CHAGAS;NAZIA;VESPASIANO;MG
83840000;RODOVIA BR 116;CAMPINA DOS PRETOS;QUITANDINHA;PR
11075340;RUA RIO DE JANEIRO;VILA BELMIRO;SANTOS;SP
17900000;CHACARA SAO JOAO;TOCANTINS;DRACENA;SP
11675000;AVENIDA PRESIDENTE CAMPOS SALLES;PONTE SECA;CARAGUATATUBA;SP
89687000;LINHA DOM CARLOS;LINHA DOM CARLOS;PASSOS MAIA;SC
68555690;RUA DOIS;ITAMARATI;XINGUARA;PA
68775000;AVENIDA MAGALHAES BARATA;PEPEUA;SAO CAETANO DE ODIVELAS;PA
35010180;RUA SAO PAULO;CENTRO;GOVERNADOR VALADARES;MG
95588000;RUA RIO CAMISAS;CENTRO;XANGRI LA;RS
74455210;AVENIDA REZENDE;SAO FRANCISCO;GOIANIA;GO
68515000;RUA IPE;CHACARA DA LUA;PARAUAPEBAS;PA
95400000;RUA OSVALDO ARANHA;BRITADEIRA;SAO FRANCISCO DE PAULA;RS
19360000;AVENIDA BARTOLOMEU ORTIZ DE OLIVER;CENTRO;SANTO ANASTACIO;SP
62930000;AVENIDA DOM AURELIANO MATOS;CENTRO;LIMOEIRO DO NORTE;CE
06029000;CIDADE DE DEUS;VILA YARA;OSASCO;SP
35680054;PRACA DRAUGUSTO GONCALVES;CENTRO;ITAUNA;MG
38010140;RUA SEGISMUNDO MENDES;CENTRO;UBERABA;MG
87209128;AVENIDA PARAIBA;VILA OPERARIA;CIANORTE;PR
89990000;AVENIDA BRASIL;CENTRO;SAO LOURENCO DO OESTE;SC
25565250;RUA SEPETIBA;JARDIM JOSE BONIFACIO;SAO JOAO DE MERITI;RJ
03009010;RUA RODRIGUES DOS SANTOS;BRAS;SAO PAULO;SP
68800000;AVENIDA RIO BRANCO;CENTRO;BREVES;PA
67118270;RUA OSVALDO CRUZ;AGUAS LINDAS;ANANINDEUA;PA
96170000;LOCALIDADE COQUEIRO;1 SUBDISTRITO;SAO LOURENCO DO SUL;RS
68790000;TRAVESSA RUI FARO;SAO RAIMUNDO;SANTA ISABEL DO PARA;PA
64830000;RODOVIA PI 240;ZONA RURAL;JERUMENHA;PI
02750000;RUA DOS RODRIGUES;VILA CARBONE;SAO PAULO;SP
70092900;SETOR BANCARIO SUL;CENTRO;BRASILIA;DF
19430000;FAZENDA RANCHO ALEGRE;AREIA DOURADA;MARABA PAULISTA;SP
17230000;RUA PADRE JOSE APARECIDO CHIO;CENTRO;ITAPUI;SP
41510350;RUA DA ADUTORA;SAO CRISTOVAO;SALVADOR;BA
27943100;RUA PREFEITO MIRANDA SOBRINHO;VISCONDE DE ARAUJO;MACAE;RJ
79240000;RUA VEREADOR ROMEU MEDEIROS;CENTRO;JARDIM;MS
18053120;RUA PROFESSOR WALTER CARRETERO;JULIO DE MESQUITA;SOROCABA;SP
89223100;RUA TENENTE ANTONIO JOAO;BOM RETIRO;JOINVILLE;SC
37540000;RUA SANCHO VILELA;NOVO HORIZONTE;SANTA RITA DO SAPUCAI;MG
55540000;RUA MACIEL PINHEIRO;CENTRO;PALMARES;PE
08110400;RUA ALBARDAO;JARDIM AIMORE;SAO PAULO;SP
83601320;AVENIDA DESEMBARGADOR CLOTARIO PORTUGAL;CENTRO;CAMPO LARGO;PR
31255190;RUA ESTORIL;SAO FRANCISCO;BELO HORIZONTE;MG
12441550;RUA GENESIO DA CONCEICAO;MARIETA AZEREDO;PINDAMONHANGABA;SP
30670565;RUA JOAO PEREIRA CARDOSO;BARREIRO DE CIMA;BELO HORIZONTE;MG
70702000;SHN QUADRA 2 BLOCO F;ASA NORTE;BRASILIA;DF
28910260;RUA FINLANDIA;JARDIM CAICARA;CABO FRIO;RJ
13420350;RUA ANHANGUERA;MORUMBI;PIRACICABA;SP
76808762;RUA DO CACAU;BELVEDERES;PORTO VELHO;RO
13083250;RUA DOUTOR LAURO PIMENTEL;CIDADE UNIVERSITARIA;CAMPINAS;SP
68515000;RODOVIA PA 160;LOTE RESIDENCIAL CIDADE JARDIM;PARAUAPEBAS;PA
97511474;RUA DOUTOR MAIA;CIDADE NOVA;URUGUAIANA;RS
35800000;AVENIDA AMIR SOARES DE CARVALHO;SAO CRISTOVAO;FERROS;MG
13177444;AVENIDA TRES;JARDIM BOM RETIRO;SUMARE;SP
58074082;RUA ETELVINA ALVES DE OLIVEIRA;JOSE AMERICO DE ALMEIDA;JOAO PESSOA;PB
32240190;RUA SANTA MARIA;SANTA MARIA;CONTAGEM;MG
76990000;RUA DOIS;CIDADE ALTA;CHUPINGUAIA;RO
76868970;AVENIDA TANCREDO NEVES;CENTRO;MACHADINHO D OESTE;RO
69063550;RUA CORONEL CONRADO NIEMAYER;PETROPOLIS;MANAUS;AM
76124970;RUA CAPITAO JOAO GOMES PORTO;CENTRO;AURILANDIA;GO
75904225;RUA DO TRABALHO;SETOR PAUSANES;RIO VERDE;GO
95780000;RUA BUARQUE DE MACEDO;IMIGRACAO;MONTENEGRO;RS
60420670;RUA IRMA BAZET;MONTESE;FORTALEZA;CE
74730010;AVENIDA LIBERDADE;CONJUNTO RIVIERA;GOIANIA;GO
39240000;RUA ELOISINA RABELO;SAO JORGE;JOAQUIM FELICIO;MG
13575040;RUA SEBASTIAO DE ABREU SAMPAIO;VILA BOA VISTA 1;SAO CARLOS;SP
70310500;AVENIDA W;ASA SUL;BRASILIA;DF
86602512;RUA IVAI;PARQUE IND BANDEIRANTES;ROLANDIA;PR
55460000;RUA ADERBAL JUREMA;CENTRO;CUPIRA;PE
59022090;RUA SARGENTO OVIDIO;BARRO VERMELHO;NATAL;RN
07010003;RUA DOM PEDRO II;CENTRO;GUARULHOS;SP
05416001;RUA FRADIQUE COUTINHO;PINHEIROS;SAO PAULO;SP
55500000;RUA JOAO MANOEL PONTUAL;CENTRO;ESCADA;PE
95680000;ESTRADA RS 235;BAIRRO SAO JOSE;CANELA;RS
15035000;LOCALIDADE CEASA;DISTR INDUSTRIAL;SAO JOSE DO RIO PRETO;SP
13400970;SITIO SANTO IGNACIO;GODINHOS;PIRACICABA;SP
80050510;RUA GOVERNADOR AGAMENON MAGALHAES;CRISTO REI;CURITIBA;PR
14240000;RUA SETE DE SETEMBRO;CENTRO;CAJURU;SP
48903680;AVENIDA SANTOS DUMONT;CENTRO;JUAZEIRO;BA
37540000;PRACA SANTA RITA;CENTRO;SANTA RITA DO SAPUCAI;MG
95500000;RUA JOSE JUVENAL SOARES;PITANGUEIRAS;SANTO ANTONIO DA PATRULHA;RS
04213000;RUA LORD COCKRANE;IPIRANGA;SAO PAULO;SP
02378000;RUA LUIS CARLOS GENTILE DE LAET;HORTO FLORESTAL;SAO PAULO;SP
13181478;RUA QUATRO;VILA SOL NASCENTE;SUMARE;SP
14075050;RUA ITANHAEM;VILA CARVALHO;RIBEIRAO PRETO;SP
82110370;RUA BRUNO JOAO DA SILVA;PILARZINHO;CURITIBA;PR
35500005;AVENIDA ANTONIO OLIMPIO DE MORAIS;CENTRO;DIVINOPOLIS;MG
56313015;AVENIDA DEPUTADO ULISSES GUIMARAES;COSME E DAMIAO;PETROLINA;PE
72870420;RUA 5;PARQUE SAO BERNARDO;VALPARAISO DE GOIAS;GO
04533040;RUA COJUBA;ITAIM BIBI;SAO PAULO;SP
93270000;RODOVIA BR 116;NOVO ESTEIO;ESTEIO;RS
36760000;RUA FIRMO DIAS DE OLIVEIRA;CENTRO;LARANJAL;MG
89810752;RUA MARIA FAVARETTO;TREVO;CHAPECO;SC
42805200;PRACA ABRANTES;CENTRO;CAMACARI;BA
33125110;RUA DA CONCEICAO;SAO BENEDITO;SANTA LUZIA;MG
51020000;AVENIDA BOA VIAGEM;BOA VIAGEM;RECIFE;PE
18240000;LOCALIDADE RODOVIA RAPOSO TAVARES;ZONA RURAL;ANGATUBA;SP
49220000;SEGUNDO TRAVESSAO;ZONA RURAL;ARAUA;SE
14403245;RUA APARECIDA HELENA FERRACINI DA COSTA;ESPLANADA PRIMO MENEGHETI;FRANCA;SP
41940570;RUA ILHEUS;RIO VERMELHO;SALVADOR;BA
58900000;RUA PEDRO AMERICO;CENTRO;CAJAZEIRAS;PB
74353280;RUA PRESIDENTE LINCOLN;JARDIM PRESIDENTE;GOIANIA;GO
36771528;RUA MARCOLINO SILVA;TAQUARA PRETA;CATAGUASES;MG
85685970;AVENIDA IGUACU;CENTRO;NOVA PRATA DO IGUACU;PR
90035070;AVENIDA INDEPENDENCIA;INDEPENDENCIA;PORTO ALEGRE;RS
85802140;RUA PRESIDENTE BERNARDES;VILA TOLENTINO;CASCAVEL;PR
52060904;RUA DOUTOR JOAO SANTOS FILHO;PARNAMIRIM;RECIFE;PE
99220970;RUA TOMAZ GONZAGA;CENTRO;DOIS LAJEADOS;RS
83020140;RUA JOSE BORDIM;PEDRO MORO;SAO JOSE DOS PINHAIS;PR
19800300;AVENIDA OTTO RIBEIRO;V SAN FERNANDO;ASSIS;SP
13212423;RUA VICENTE DE PAULO PEREIRA;FAZENDA GRANDE;JUNDIAI;SP
68537000;RUA JK;CENTRO;CANAA DOS CARAJAS;PA
60170241;RUA CORONEL LINHARES;DIONISIO TORRES;FORTALEZA;CE
65943000;AVENIDA JOSE DO PATROCINIO MILHOMEM;VILA VIANA;FORMOSA DA SERRA NEGRA;MA
65395000;RUA PRINCIPAL;P A N SRA APARECIDA Z RURAL;BOM JESUS DAS SELVAS;MA
70353500;SQ BLOCO I;ASA SUL;BRASILIA;DF
27910640;RUA CONDE DE ARARUAMA;CENTRO;MACAE;RJ
83405000;RUA GUSTAVO KABITSCHKE;VILA ALTO DA CRUZ;COLOMBO;PR
41250010;AVENIDA SAO RAFAEL CONJ RECANTO DAS ILHAS;SAO MARCOS;SALVADOR;BA
89665000;RUA PRESIDENTE NEREU RAMOS;CENTRO;CAPINZAL;SC
58407450;RUA CAMPOS SALES;JOSE PINHEIRO;CAMPINA GRANDE;PB
09350000;AVENIDA ITAPARK;JARDIM ITAPARK VELHO;MAUA;SP
63520000;RUA CUSTODIO NUNES;CENTRO;OROS;CE
37550000;RUA TRES CORACOES;SAO JOAO;POUSO ALEGRE;MG
78110300;AVENIDA FILINTO MULLER;CENTRO;VARZEA GRANDE;MT
91430190;PRACA PAROBE;CENTRO;PORTO ALEGRE;RS
85520000;RUA DANTE TESSER;CENTRO;VITORINO;PR
40155150;AVENIDA CENTENARIO;CHAME;SALVADOR;BA
75780000;RUA GERALDO CARNEIRO;SETOR CENTRAL;IPAMERI;GO
38190000;RUA SALOMAO JACOB;PERPETUO SOCORRO;SACRAMENTO;MG
98600000;AVENIDA IJUI;CENTRO;TRES PASSOS;RS
13075250;RUA CAROLINA FLORENCE;VILA NOVA;CAMPINAS;SP
04205002;RUA CIPRIANO BARATA;VILA MONUMENTO;SAO PAULO;SP
68926020;TRAVESSA C;VILA MAIA;SANTANA;AP
31170830;PRACA BARAKAT ISSA BARAKAT;CIDADE NOVA;BELO HORIZONTE;MG
73751120;QUADRA 12 36;SETOR NORTE;PLANALTINA;GO
01519000;RUA DO LAVAPES;CAMBUCI;SAO PAULO;SP
89870000;RUA SAO LUIZ;SAO JOSE;PINHALZINHO;SC
64002971;RUA GABRIEL FERREIRA;MACAUBA;TERESINA;PI
14784324;SITIO SANTO ANTONIO;ZONA RURAL;BARRETOS;SP
39200000;RUA ANTONIO BAWDEN;GOMES CARNEIRO;CORINTO;MG
03307005;RUA TUIUTI;TATUAPE;SAO PAULO;SP
42809110;RUA NOVA DO ROSARIO;GLEBA B;CAMACARI;BA
76970000;ESTRADA RIBEIRAO;ESPIGAO D OESTE;PIMENTA BUENO;RO
14802460;AVENIDA ROLANDO LUPO;JARDIM PRIMAVERA;ARARAQUARA;SP
76525000;RUA DO COMERCIO S;VILA SERTANEJA;UIRAPURU;GO
15807000;RUA ANTONIO GIROL;PARQUE GLORIA I;CATANDUVA;SP
15600000;AVENIDA ALDO LIVORATI;COHAB CRIS I;FERNANDOPOLIS;SP
20960080;RUA BARBOSA DA SILVA;RIACHUELO;RIO DE JANEIRO;RJ
09111170;RUA LEONARDO DA VINCI;JARDIM STETEL;SANTO ANDRE;SP
69908390;RUA FARROUPILHA;BOSQUE;RIO BRANCO;AC
14409267;RUA JOSE MARIA JACINTHO REBELO;JARDIM REDENTOR;FRANCA;SP
87113080;RUA CASTRO ALVES;JARDIM PANORAMA;SARANDI;PR
78200000;RUA DOS COSTA PEREIRA;COHAB NOVA;CACERES;MT
81310415;RUA ARI ROLIM COSTA;FAZENDINHA;CURITIBA;PR
60000000;AVENIDA ALBERTO CRAVEIRO;DIAS MACEDO;FORTALEZA;CE
02543150;RUA DOUTOR ALMEIDA NOBRE;VILA CELESTE;SAO PAULO;SP
66040020;AVENIDA ALCINDO CACELA;NAZARE;BELEM;PA
67140090;CONJUNTO CIDADE NOVA VI;COQUEIRO;ANANINDEUA;PA
94410180;RUA PONCALINO CARDOSO DA SILVA;CENTRO;VIAMAO;RS
12929000;AVENIDA ATILIO MENIN;JARDIM AGUAS CLARAS;BRAGANCA PAULISTA;SP
12242000;AVENIDA JORGE ZARUR;VILA EMA;SAO JOSE DOS CAMPOS;SP
88010000;RUA FELIPE SCHMIDT;CENTRO;FLORIANOPOLIS;SC
22640102;AVENIDA DAS AMERICAS;BARRA DA TIJUCA;RIO DE JANEIRO;RJ
79400000;RUA DOURADOS;VILA SAO PAULO;COXIM;MS
71300000;QUADRA 8;VILA ESTRUTURAL;BRASILIA;DF
55900000;RUA JOSE ESTEVAO;CENTRO;GOIANA;PE
79101901;AVENIDA DUQUE DE CAXIAS;BAIRRO SERRADINHO;CAMPO GRANDE;MS
08210040;RUA RIACHUELO;CENTRO;SAO PAULO;SP
41150100;RUA SAO DO RESGATE CONJ JARDIM CABULA;CABULA;SALVADOR;BA
35162450;AVENIDA JOSE ANATOLIO BARBOSA;LIMOEIRO;IPATINGA;MG
88750000;RUA SEVERIANO FRANCISCO SOMBRIO;CENTRO;BRACO DO NORTE;SC
14540000;RUA NATAL;JARDIM SANTO ANTONIO;IGARAPAVA;SP
36047315;AVENIDA JUIZ DE FORA;PARQUE GUARANI;JUIZ DE FORA;MG
63250000;RUA ABILIO CRUZ;FREI DAMIAO;MILAGRES;CE
67133100;TRAVESSA WE;CIDADE NOVA;ANANINDEUA;PA
05834040;RUA CRISEIDA;JARDIM CRIS;SAO PAULO;SP
48601195;AVENIDA APOLONIO SALES;CENTRO;PAULO AFONSO;BA
04130080;RUA PEDRALIA;VILA GUMERCINDO;SAO PAULO;SP
12630000;AVENIDA CACHOEIRA PAULISTA;JARDIM TRABALHISTA;CACHOEIRA PAULISTA;SP
04844390;RUA ANA REIMBERG HEMMEL;JARDIM SAO BERNARDO;SAO PAULO;SP
06246000;RUA PASCHOAL RANIERI MAZZILI;MUNHOZ JUNIOR;OSASCO;SP
16800000;SITIO SAO JOAQUIM;SANTA LINA;MIRANDOPOLIS;SP
63010010;RUA SAO PEDRO;CENTRO;JUAZEIRO DO NORTE;CE
36520000;AVENIDA SAO JOAO BATISTA;CENTRO;VISCONDE DO RIO BRANCO;MG
07135220;RUA JOSE SANTINO DA SILVA;JARDIM ADRIANA;GUARULHOS;SP
04729100;RUA CORBELIA;JARDIM CARAVELAS;SAO PAULO;SP
01045001;PRACA DA REPUBLICA;REPUBLICA;SAO PAULO;SP
01550010;RUA RAGUNA CABRAL;CAMBUCI;SAO PAULO;SP
83323000;AVENIDA CAMILO DI LELLIS;CENTRO;PINHAIS;PR
95950000;RUA BENTO GONCALVES;CENTRO;NOVA BRESCIA;RS
30180110;AVENIDA OLEGARIO MACIEL;CENTRO;BELO HORIZONTE;MG
38412092;RUA SENADOR DANTAS;TUBALINA;UBERLANDIA;MG
36750000;RUA PADRE THIAGO EUSSEN;PARQUE DAS PALMEIRAS;PALMA;MG
45825000;RUA CINCO DE NOVEMBRO;CENTRO;EUNAPOLIS;BA
81540260;RUA PROFESSOR PAULO D ASSUMPCAO;JARDIM DAS AMERICAS;CURITIBA;PR
15035430;RUA ROQUE DE CTEIXEIRA;DIST INDUSTRIAL;SAO JOSE DO RIO PRETO;SP
14050390;RUA RODRIGUES ALVES;VILA TIBERIO;RIBEIRAO PRETO;SP
57025570;RUA JOSE MARIA DE LIMA;POCO;MACEIO;AL
52070070;RUA PAULA BATISTA;CASA AMARELA;RECIFE;PE
95700000;ESTRADA LINHA MARFISA;DISTRITO DE TUIUTY;BENTO GONCALVES;RS
85555000;AVENIDA CORONEL JOSE OSORIO;CENTRO;PALMAS;PR
14404608;RUA DOUTOR FRANCISCO PRESTE MAIA;PARQUE UNIVERSITARIO;FRANCA;SP
24430000;RUA COMANDANTE ARI PARREIRAS;PARAISO;SAO GONCALO;RJ
19030090;SITIO PARAISO;AEROPORTO;PRESIDENTE PRUDENTE;SP
96310000;RUA JULIO DE CASTILHOS;CENTRO;HERVAL;RS
04583110;AVENIDA DOUTOR CHUCRI ZAIDAN;VILA CORDEIRO;SAO PAULO;SP
12030000;RUA DOUTOR EMILIO WINTHER;;TAUBATE;SP
88037040;RUA PROFESSOR MARCOS CARDOSO FILHO;CORREGO GRANDE;FLORIANOPOLIS;SC
95863971;RODOVIA RST 287;MORRO DO PEDRO ROSA;TABAI;RS
13026520;RUA TITO JOAQUIM DE LEMOS;VILA LIDIA;CAMPINAS;SP
48010040;RUA RODRIGUES LIMA;CENTRO;ALAGOINHAS;BA
29649986;AVENIDA JOAO PEDRO LAUVERS;SAO JOAO DE GARRAFAO;SANTA MARIA DE JETIBA;ES
04945115;RUA IRMA MARIA ROSA;PARQUE DO LAGO;SAO PAULO;SP
73803301;AVENIDA CIRCULAR;JARDIM DAS AMERICAS;FORMOSA;GO
82120440;RUA NILO PECANHA;PILARZINHO;CURITIBA;PR
09970160;AVENIDA ANTONIO SYLVIO CUNHA BUENO;JARDIM UNIAO;DIADEMA;SP
76900637;RUA SANTA LUZIA;JARDIM DOS MIGRANTES;JI PARANA;RO
09541130;AVENIDA VITAL BRASIL FILHO;OSWALDO CRUZ;SAO CAETANO DO SUL;SP
12240030;RUA DOS ALECRINS;JARDIM DAS INDUSTRIAS;SAO JOSE DOS CAMPOS;SP
88495000;RODOVIA GRP;CENTRO;GAROPABA;SC
58039120;AVENIDA OLINDA;TAMBAU;JOAO PESSOA;PB
56308000;AVENIDA HONORATO VIANA;JARDIM MASSANGANO;PETROLINA;PE
55130000;RUA FELIX CORDEIRO;JOSE RAMOS;SAO CAITANO;PE
04534000;RUA JOAQUIM FLORIANO;ITAIM BIBI;SAO PAULO;SP
82210000;AVENIDA ANITA GARIBALDI;SAO LOURENCO;CURITIBA;PR
12120000;RUA ANTONIO MARIA;CENTRO;TREMEMBE;SP
60000000;AVENIDA SANTOS DUMONT;ALDEOTA;FORTALEZA;CE
37578000;RUA SAO BENEDITO;BELA VISTA;BUENO BRANDAO;MG
13847109;RUA ARARAS;VILA SAO CARLOS;MOGI GUACU;SP
78675000;RODOVIA MARGEM ESQUERDA BR;ZONA RURAL;RIBEIRAO CASCALHEIRA;MT
12914360;RUA VISCONDESSA CUNHA BUENO;JARDIM NOVA BRAGANCA;BRAGANCA PAULISTA;SP
28060203;TRAVESSA ANTONIO BARRETO GOMES;PARQUE FUNDAO;CAMPOS DOS GOYTACAZES;RJ
93280000;RUA 24 DE AGOSTO;CENTRO;ESTEIO;RS
13830000;RUA ATILIO BERGO;VILA ESPERANCA;SANTO ANTONIO DE POSSE;SP
80060010;RUA MARECHAL DEODORO;CENTRO;CURITIBA;PR
23810100;RUA ESTADOS UNIDOS;JARDIM AMERICA;ITAGUAI;RJ
18800000;AVENIDA SUBOFICIAL SEBASTIAO;JARDIM SAO CARLOS;PIRAJU;SP
44900000;FAZENDA BOA ESPERANCA;PARAISO;IRECE;BA
57025510;AVENIDA WALTER ANANIAS;POCO;MACEIO;AL
96505700;RUA JACINTO GODOY GOMES;MARINA;CACHOEIRA DO SUL;RS
69880000;RUA INTENDENTE JOSE PEDRO;CENTRO;EIRUNEPE;AM
24753560;RODOVIA AMARAL PEIXOTO;VARZEA DAS MOCAS;SAO GONCALO;RJ
50050200;RUA JOAO FERNANDES VIEIRA;BOA VISTA;RECIFE;PE
09725680;AVENIDA REDENCAO;JARDIM DO MAR;SAO BERNARDO DO CAMPO;SP
50020110;RUA TOBIAS BARRETO;SAO JOSE;RECIFE;PE
07082220;RUA CABO FRIO;JARDIM MOREIRA;GUARULHOS;SP
15115000;RUA CEDRAL;CONJUNTO HABITACIONAL MANOEL DE ABREU;BADY BASSITT;SP
44001525;AVENIDA GETULIO VARGAS;CENTRO;FEIRA DE SANTANA;BA
14610000;AVENIDA CASTRO ALVES;VINTE SEIS DE MARCO;IPUA;SP
65465000;AVENIDA DEPUTADO LISTER CALDAS;CENTRO;CANTANHEDE;MA
98440000;RUA ESTADOS UNIDOS;CENTRO;CAICARA;RS
74390360;RUA 23;SETOR MARISTA;GOIANIA;GO
63560000;TRAVESSA HENRIQUE GURGEL NETO;CENTRO;ACOPIARA;CE
78870000;AVENIDA BRASIL;CENTRO;PARANATINGA;MT
74971090;RUA 10;SETOR MARISTA SUL;APARECIDA DE GOIANIA;GO
78028610;AVENIDA BEIRA RIO;CENTRO;CUIABA;MT
62160000;RUA ALFERES JOSE MANUEL;CENTRO;COREAU;CE
85810220;RUA JORGE LACERDA;CENTRO;CASCAVEL;PR
13454074;RUA JAU;CIDADE NOVA II;SANTA BARBARA D OESTE;SP
58036435;RUA LUIZ EDIR QUEIROZ MARINHO;AEROCLUBE;JOAO PESSOA;PB
83880000;RUA JOSE KONDLASCH;CAMPO DO GADO;RIO NEGRO;PR
68920000;AVENIDA YPIRANGA;AGRESTE;LARANJAL DO JARI;AP
